Index,Date,T_Index0,T_Index1,T_Index2,T_Index3,T_Index4,T_Index5,T_Index6,T_Index7,T_Index8,T_Index9,T_Index10,T_Index11,T_Index12,T_Index13,T_Index14,T_Index15
0,2009-05-04,-0.005593912718045455,0.0034828594148152217,-0.008779539228138821,-0.0034468878092890724,0.003983666999788685,-0.004730612462528407,-0.004403262935106102,-9.657939764946355e-06,-0.005695276761932827,-0.004038438788331901,-0.005424647621365932,-0.006199381756941364,-2.4097787809891104e-05,-0.005760048380052245,0.0009131194053947119,-0.002612906584373756
1,2009-05-05,0.01427087271814937,-0.014728661175210456,0.004877363322098862,0.008489925551820755,0.00282606585951553,0.0022682227470699405,0.004221069778330431,0.003821232633389099,0.0032358331753614203,0.0009671158531531519,0.00016975189666247392,0.016516587672864087,-0.0060304510527038335,0.009503142280852112,-0.00429200660436744,0.001385799372715736
2,2009-05-06,0.011002070481841568,-0.0047045502960507204,-0.0011020897024264249,-0.00259741423491536,-0.003329258713552658,0.001302545380324844,-0.004345096674709378,0.00594322817728151,-0.013682183827042596,0.008604265965398507,-0.004411477879600122,0.0023897364353572094,-0.0037966644220232514,0.006398887790024084,-0.013118181855283522,-0.007454367519134502
3,2009-05-07,0.006957184974423846,-0.003317134111379124,0.0019228355815079168,0.014652329919644061,-0.0006788522109796797,0.006204831959667454,0.00038428918335292194,-0.0006153480121830739,0.010160621776210054,-0.0032729563104026294,0.01887541683988574,-0.01092089159809398,0.01410457598616023,-0.004042721556588905,-0.0023396993723294665,0.006998014808585734
4,2009-05-08,0.013616167720056178,-0.012886131165676497,0.03037177429171119,-0.006877969113359543,0.01743169298004838,0.0019243459035115046,-0.0023771368291729544,0.002264997936679239,0.005442645745267515,-0.006734322442484698,0.0013998260394497072,-0.0018705194354456318,-0.004963001385681205,0.006035897783556285,-0.004836943630051048,0.0004247587357982416
5,2009-05-11,-0.015329756511405626,0.007582124537362323,0.003875608422687784,0.014942683851318415,0.0027397972815432154,-0.00421649330965534,0.02598532705461988,-0.009890043931842733,0.009508415516016437,0.0016781281057786457,0.01777315734111423,-0.0020507761328600093,0.0057720281839544075,-0.0014518708973145123,0.011891741422678324,-0.010893916761039972
6,2009-05-12,0.00905594614294039,-0.012157618712998792,0.010854351471327064,-0.01472867888186499,0.008899689878832925,-0.004880075105321451,0.0033336085258867942,-0.005836132692984506,0.0035876455884678617,-0.007107100322278109,-0.007646750969866926,-0.0026453549142173623,-0.00921567695731932,0.00757414305818608,-0.014025315844851423,0.015045017637062766
7,2009-05-13,-0.02240395696794674,0.013446194488680759,-0.009620207461849216,-0.00020763169318002359,-0.005660882084600594,-0.006219464768077509,0.012827803911094822,-0.013362194386305048,0.0007281344674631026,-0.0013386936182701143,0.0008547512181860399,-0.008626715201042705,0.000360200036349248,0.0031467254422583623,0.0005393367036671655,0.0018681089673562798
8,2009-05-14,0.020236811552983593,-3.130834948662786e-05,-0.0003974162114883396,-0.00538716905143657,-0.003795786986300593,0.006038069429855445,-0.00824734403702437,0.0012792898284364512,-0.009131397002227185,0.016901430715479827,-0.0014551744647049723,-0.0031294193901870533,-0.00033523038052498387,-0.00692041568163646,0.007002207528995565,-0.008954898936466607
9,2009-05-15,-0.01424731909097811,0.0132873472350605,-0.013659522815751321,0.018209124742203063,-0.00834637119029105,-0.00022070433479530645,0.0008354659809540456,8.835061491834102e-05,-0.003971951571506742,0.015497223956803984,-0.006445543189962635,-0.0008525431786328521,-0.002859425776351319,0.004728323108685945,-0.005422640143245138,-0.006803866792213857
10,2009-05-18,-0.006358026332216494,0.023336041757126405,-0.019871548387923453,0.02616800553877638,-0.005077264706000527,0.011037347903236426,-0.0072319576713507925,0.004719012500790845,-0.006127442617598424,0.010305585708903437,-0.004727023272235618,0.009670232875259213,-0.007089859391388796,0.005359290585717153,-0.004724262768091937,0.00317910583766463
