Index,Date,T_Index0,T_Index1,T_Index2,T_Index3,T_Index4,T_Index5,T_Index6,T_Index7,T_Index8,T_Index9,T_Index10,T_Index11,T_Index12,T_Index13,T_Index14,T_Index15
0,2009-05-04,0.04814140475903456,0.01148196780364844,-0.04012421446843539,-0.059478462665491075,-0.0688042168731871,-0.027842965707353576,0.011015352248953317,-0.0608361353037962,-0.06669733578383535,0.03854749575636684,0.011585276352911358,-0.06890440438510238,-0.05371838203750062,-0.019107885235837258,-0.03698060868032791,0.013689265916827478
1,2009-05-05,-0.057553458582833575,-0.0415754386865565,-0.06726556674300825,-0.06323703091667576,-0.0684928525445647,-0.027832288339727677,-0.06618851591217753,-0.06193569759746634,-0.06792608149403667,-0.0685067869243852,-0.06715115988892725,-0.06859594986405523,-0.06731405294976432,-0.05580202327760573,-0.06878996631400504,-0.006177286699045102
2,2009-05-06,-0.04709910603859954,-0.0688390278847458,0.048340308986753566,0.03778693198736343,0.044862862261844695,0.036943983156644454,-0.06894335011910081,-0.019951971520574017,0.04175941949803494,-0.05710127236043395,0.04507835697344642,-0.052837532933953824,0.04839397265678799,0.04823431030776863,0.04232654609358526,0.02173192685194347
3,2009-05-07,-0.049172852471650506,-0.031759732931096234,0.020758925740475852,-0.029341542788669815,-0.01752299505023156,-0.02955352124246015,-0.01500866930302627,-0.045922679420885966,0.0438210767006894,-0.01648998105300913,-0.06341860086805479,-0.02530458692694176,0.03410076989512239,-0.053965705780964233,-0.04595954054002822,0.011386205024702806
4,2009-05-08,0.0012092159572851117,-0.05914435407746757,-0.06643023693670466,-0.01977189582430145,0.0006521756130940361,-0.06872604321406771,0.028468408088258176,0.016906667354242084,-0.01980125627025197,0.04754593630746199,0.03868541062238071,-0.06655846359600884,-0.06744577439635094,-0.050613477017158785,0.00020558086653710804,-0.06882937404938799
5,2009-05-11,-0.06641936151347472,-0.0672387065516625,-0.06844499732611832,-0.06864102301130941,-0.06669035243270269,-0.06894892343103452,-0.051425853811661634,0.048193142421809367,-0.06894597713236002,-0.06847055273773027,-0.026433281885094088,-0.04629804556097209,-0.06881260237606897,0.04787043205490982,0.030232195940986042,-0.05553192557537492
6,2009-05-12,-0.03778880816040849,-0.06611908287931238,-0.010491613041812264,-0.060529882386822734,-0.06770428871562445,-0.0677390860079755,-0.009127771380024673,0.04768431790398945,-0.06543175695465736,-0.06727075062182805,0.008753630969623578,0.046336087091115356,-0.0185685761297769,-0.010620454903092902,0.0460651654765581,-0.06677034726768927
7,2009-05-13,0.046375786863357575,0.041061865165578956,0.033672247868289915,-0.053430984218781584,-0.06436163505559774,-0.010205507599017782,0.027700132451808156,-0.025751714258560193,-0.0020307633904137756,-0.025372973343398535,-0.026878307937823576,-0.035226186362548366,-0.000999666076950068,-0.05582672953027922,-0.05656893674103602,-0.0025405586141206632
8,2009-05-14,0.032493885827255806,0.002779567477145772,-0.06888700123902214,-0.0689591296421479,-0.06895869958595315,-0.06895990906957494,0.032813223779244914,0.00960529129597609,-0.0689602313931414,-0.06804102576984684,-0.06876409343301099,-0.05239595495728674,-0.0689556411478821,0.04793599001263164,-0.05124420266983628,-0.06883668663593316
9,2009-05-15,-0.036753826575911364,-0.0688519156705864,-0.06641101758859264,-0.06774728445217995,-0.06426792007904776,-0.05784277449827491,0.009480577231296122,0.02987055808967062,-0.06500117743067334,-0.05427615720259378,-0.007825288838189594,-0.04233165537611539,-0.06090286692445435,-0.050754721720288706,0.036116805626614276,0.010497570603013935
10,2009-05-18,0.009939518585303841,-0.06895955006262096,-0.06481804366558323,-0.0676741977648637,-0.06322186882700083,-0.02129028137541394,-0.0512297294040476,0.028084234993008866,-0.06454607914299039,-0.053465811367025315,0.047540673997039366,-0.053016472256867224,-0.01576536218240496,-0.01245244338099477,0.04791669714642993,0.04824705034001518
11,2009-05-19,-0.06338330342433696,-0.05175578937734006,-0.06834184686785057,-0.06540880136099116,-0.06097020228251536,-0.06895536959009894,-0.03075026867312686,0.047017948685464266,-0.0664720982623136,-0.06251308170000991,-0.05685909768450227,0.04277027438219813,-0.06878919638690043,-0.010981095169712173,-0.05424995582364049,-0.06716981006656414
12,2009-05-20,-0.03495979135731904,-0.0686256406142357,-0.06895601539998734,-0.06891093425787004,-0.0689572337529998,-0.06895921902775179,0.04767107708300049,0.043940615573948766,-0.0683949303545641,-0.06870144597653234,-0.06322011621542575,-0.060156282007942166,-0.06886603337784768,-0.06881896961701214,0.004966791162720671,-0.06874427447020143
13,2009-05-21,0.04506925933474427,-0.05661143036941654,-0.040700132785225385,-0.05996557025431373,-0.01414445401035935,-0.06818505077937599,-0.0010985603851006028,-0.043273611277092845,-0.041163307377648416,0.04676989606521003,0.029506987439992142,-0.02218720082162287,-0.011675594980705688,0.048069752253772205,-0.015550023126370709,0.035557054034812595
14,2009-05-22,0.0014383320150064506,-0.016270064891582968,-0.06882663288195372,-0.0684542299953332,-0.06890677704283685,-0.06895769758196939,0.0484016728173115,0.009764896547897714,-0.04324889834212869,-0.0006101029497533241,0.008517401635274409,-0.06750378102754383,-0.0688563951822722,-0.06868496936449969,0.04734830564185822,-0.06895631857775872
15,2009-05-26,0.020093721679466027,-0.029696827952575142,-0.013611023860738715,-0.06763377581444491,-0.04893203469219202,-0.06874204323654858,-0.06353297167796719,-0.05886606668031103,-0.0645867153882428,-0.03646917929835703,-0.06882250625446049,-0.05623296882504236,-0.06440516322253322,-0.017398465508376412,-0.06563611059672757,-0.04791466288926986
16,2009-05-27,-0.06139861708582681,-0.06880477537807,-0.0268405791669826,-0.007871922020389851,-0.04770152699177643,-0.016531547137017044,-0.0685486705680245,0.028289487235579728,-0.06673372075957713,-0.06726639447032612,0.033796555912161,0.015491203878692746,-0.008307429238729616,0.04714137924806404,0.013418480374117027,-0.03691357775165486
17,2009-05-28,0.04369328832982677,0.0024504366296898283,0.04767901005573464,-0.0666586959515552,-0.02822056895787289,-0.06186972128422836,-0.0570999260588175,-0.02579423238378531,-0.004402283682147403,-0.02131172225459262,-0.03698140299306749,-0.006381876330156178,0.01107009045045619,-0.04638059153442614,-0.06539329030898774,0.01881842075525447
18,2009-05-29,-0.06804767360022956,-0.05057348826655312,-0.06874670944230649,-0.04331933425033447,-0.06854264002809278,-0.06800740895000079,0.030695660864149578,-0.05444189602285285,-0.06209365110604319,-0.02586536926821203,-0.0611440182156272,-0.06891300318932392,-0.06841200738606096,-0.029596421422706933,-0.010964502965799122,-0.06796862372862306
